Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
India,Netherlands,India,Delhi,09-03-11,5,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,10-03-11,139,runs
Ireland,West Indies,West Indies,Mohali,11-03-11,44,runs
Bangladesh,England,Bangladesh,Chittagong,11-03-11,2,wickets
India,South Africa,South Africa,Nagpur,12-03-11,3,wickets
Canada,New Zealand,New Zealand,Mumbai,13-03-11,97,runs
Australia,Kenya,Australia,Bengaluru,13-03-11,60,runs
Bangladesh,Netherlands,Bangladesh,Chittagong,14-03-11,6,wickets
Pakistan,Zimbabwe,Pakistan,Pallekele,14-03-11,7,wickets
Ireland,South Africa,South Africa,Kolkata,15-03-11,131,runs
Australia,Canada,Australia,Bengaluru,16-03-11,7,wickets
England,West Indies,England,Chennai,17-03-11,18,runs
New Zealand,Sri Lanka,Sri Lanka,Mumbai,18-03-11,112,runs
Ireland,Netherlands,Ireland,Kolkata,18-03-11,6,wickets
Australia,Pakistan,Pakistan,Colombo (RPS),19-03-11,4,wickets
Bangladesh,South Africa,South Africa,Dhaka,19-03-11,206,runs
Kenya,Zimbabwe,Zimbabwe,Kolkata,20-03-11,161,runs
India,West Indies,India,Chennai,20-03-11,80,runs
Pakistan,West Indies,Pakistan,Dhaka,23-03-11,10,wickets
India,Australia,India,Ahmedabad,24-03-11,5,wickets
New Zealand,South Africa,New Zealand,Dhaka,25-03-11,49,runs
Sri Lanka,England,Sri Lanka,Colombo (RPS),26-03-11,10,wickets
Sri Lanka,New Zealand,Sri Lanka,Colombo (RPS),29-03-11,5,wickets
India,Pakistan,India,Mohali,30-03-11,29,runs
India,Sri Lanka,India,Mumbai,02-04-11,6,wickets
Bangladesh,Australia,Australia,Dhaka,09-04-11,60,runs
Bangladesh,Australia,Australia,Dhaka,11-04-11,9,wickets
Bangladesh,Australia,Australia,Dhaka,13-04-11,66,runs
West Indies,Pakistan,Pakistan,Gros Islet,23-04-11,8,wickets
West Indies,Pakistan,Pakistan,Gros Islet,25-04-11,7,wickets
West Indies,Pakistan,Pakistan,Bridgetown,28-04-11,3,wickets
West Indies,Pakistan,West Indies,Bridgetown,02-05-11,1,run
West Indies,Pakistan,West Indies,Providence,05-05-11,10,wickets
Ireland,Pakistan,Pakistan,Belfast,28-05-11,7,wickets
Ireland,Pakistan,Pakistan,Belfast,30-05-11,5,wickets
West Indies,India,India,Port of Spain,06-06-11,4,wickets
West Indies,India,India,Port of Spain,08-06-11,7,wickets
West Indies,India,India,North Sound,11-06-11,3,wickets
West Indies,India,West Indies,North Sound,13-06-11,103,runs
West Indies,India,West Indies,Kingston,16-06-11,7,wickets
Scotland,Netherlands,Scotland,Aberdeen,28-06-11,15,runs
England,Sri Lanka,England,The Oval,28-06-11,110,runs
Scotland,Netherlands,Scotland,Aberdeen,29-06-11,5,wickets
England,Sri Lanka,Sri Lanka,Leeds,01-07-11,69,runs
England,Sri Lanka,Sri Lanka,Lord's,03-07-11,6,wickets
England,Sri Lanka,England,Nottingham,06-07-11,10,wickets
England,Sri Lanka,England,Manchester,09-07-11,16,runs
Scotland,Ireland,Scotland,Edinburgh,12-07-11,5,wickets
Scotland,Sri Lanka,Sri Lanka,Edinburgh,13-07-11,183,runs
Canada,Afghanistan,Afghanistan,King City (NW),07-08-11,2,wickets
Canada,Afghanistan,Afghanistan,Toronto,09-08-11,17,runs
Sri Lanka,Australia,Australia,Pallekele,10-08-11,7,wickets
Zimbabwe,Bangladesh,Zimbabwe,Harare,12-08-11,4,wickets
Zimbabwe,Bangladesh,Zimbabwe,Harare,14-08-11,7,wickets
Sri Lanka,Australia,Australia,Hambantota,14-08-11,8,wickets
Zimbabwe,Bangladesh,Zimbabwe,Harare,16-08-11,5,runs
Sri Lanka,Australia,Sri Lanka,Hambantota,16-08-11,78,runs
Zimbabwe,Bangladesh,Bangladesh,Bulawayo,19-08-11,6,wickets
Sri Lanka,Australia,Australia,Colombo (RPS),20-08-11,5,wickets
Zimbabwe,Bangladesh,Bangladesh,Bulawayo,21-08-11,93,runs
Sri Lanka,Australia,Sri Lanka,Colombo (RPS),22-08-11,4,wickets
Ireland,England,England,Dublin,25-08-11,11,runs
England,India,no result,Chester-le-Street,03-09-11,9,runs
England,India,England,Southampton,06-09-11,7,wickets
Zimbabwe,Pakistan,Pakistan,Bulawayo,08-09-11,5,runs
England,India,England,The Oval,09-09-11,3,wickets
Zimbabwe,Pakistan,Pakistan,Harare,11-09-11,10,wickets
England,India,tied,Lord's,11-09-11,10,wickets
Netherlands,Kenya,Netherlands,The Hague,12-09-11,2,wickets
Netherlands,Kenya,Netherlands,The Hague,13-09-11,4,wickets
Zimbabwe,Pakistan,Pakistan,Harare,14-09-11,28,runs
England,India,England,Cardiff,16-09-11,6,wickets
Ireland,Canada,Ireland,Dublin,19-09-11,133,runs
Ireland,Canada,Ireland,Dublin,20-09-11,56,runs
Bangladesh,West Indies,West Indies,Dhaka,13-10-11,40,runs
India,England,India,Hyderabad (Deccan),14-10-11,126,runs
Bangladesh,West Indies,West Indies,Dhaka,15-10-11,8,wickets
India,England,India,Delhi,17-10-11,8,wickets
Bangladesh,West Indies,Bangladesh,Chittagong,18-10-11,8,wickets
South Africa,Australia,Australia,Centurion,19-10-11,93,runs
Zimbabwe,New Zealand,New Zealand,Harare,20-10-11,9,wickets
India,England,India,Mohali,20-10-11,5,wickets
Zimbabwe,New Zealand,New Zealand,Harare,22-10-11,4,wickets
India,England,India,Mumbai,23-10-11,6,wickets
South Africa,Australia,South Africa,Port Elizabeth,23-10-11,80,runs
Zimbabwe,New Zealand,Zimbabwe,Bulawayo,25-10-11,1,wicket
India,England,India,Kolkata,25-10-11,95,runs
South Africa,Australia,Australia,Durban,28-10-11,3,wickets
Pakistan,Sri Lanka,Pakistan,Dubai (DSC),11-11-11,8,wickets
Pakistan,Sri Lanka,Sri Lanka,Dubai (DSC),14-11-11,25,runs
Pakistan,Sri Lanka,Pakistan,Dubai (DSC),18-11-11,21,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,20-11-11,26,runs
Pakistan,Sri Lanka,Pakistan,Abu Dhabi,23-11-11,3,wickets
India,West Indies,India,Cuttack,29-11-11,1,wicket
Bangladesh,Pakistan,Pakistan,Dhaka,01-12-11,5,wickets
India,West Indies,India,Visakhapatnam,02-12-11,5,wickets
Bangladesh,Pakistan,Pakistan,Dhaka,03-12-11,76,runs
India,West Indies,West Indies,Ahmedabad,05-12-11,16,runs
Bangladesh,Pakistan,Pakistan,Chittagong,06-12-11,58,runs
India,West Indies,India,Indore,08-12-11,153,runs
India,West Indies,India,Chennai,11-12-11,34,runs
South Africa,Sri Lanka,South Africa,Paarl,11-01-12,258,runs
South Africa,Sri Lanka,South Africa,East London,14-01-12,5,wickets
South Africa,Sri Lanka,South Africa,Bloemfontein,17-01-12,4,runs
South Africa,Sri Lanka,Sri Lanka,Kimberley,20-01-12,5,wickets
South Africa,Sri Lanka,Sri Lanka,Johannesburg,22-01-12,2,wickets
New Zealand,Zimbabwe,New Zealand,Dunedin,03-02-12,90,runs
Australia,India,Australia,Melbourne,05-02-12,65,runs
New Zealand,Zimbabwe,New Zealand,Whangarei,06-02-12,141,runs
India,Sri Lanka,India,Perth,08-02-12,4,wickets
New Zealand,Zimbabwe,New Zealand,Napier,09-02-12,202,runs
Australia,Sri Lanka,Australia,Perth,10-02-12,5,runs
Afghanistan,Pakistan,Pakistan,Sharjah,10-02-12,7,wickets
Australia,India,India,Adelaide,12-02-12,4,wickets
England,Pakistan,England,Abu Dhabi,13-02-12,130,runs
India,Sri Lanka,tied,Adelaide,14-02-12,75,runs
England,Pakistan,England,Abu Dhabi,15-02-12,20,runs
Australia,Sri Lanka,Sri Lanka,Sydney,17-02-12,8,wickets
England,Pakistan,England,Dubai (DSC),18-02-12,9,wickets
Kenya,Ireland,Kenya,Mombasa,18-02-12,7,wickets
Australia,India,Australia,Brisbane,19-02-12,110,runs
Kenya,Ireland,Ireland,Mombasa,20-02-12,117,runs
England,Pakistan,England,Dubai (DSC),21-02-12,4,wickets
India,Sri Lanka,Sri Lanka,Brisbane,21-02-12,51,runs
Australia,Sri Lanka,Sri Lanka,Hobart,24-02-12,3,wickets
New Zealand,South Africa,South Africa,Wellington,25-02-12,6,wickets
Australia,India,Australia,Sydney,26-02-12,87,runs
India,Sri Lanka,India,Hobart,28-02-12,7,wickets
New Zealand,South Africa,South Africa,Napier,29-02-12,6,wickets
Australia,Sri Lanka,Sri Lanka,Melbourne,02-03-12,9,runs
New Zealand,South Africa,South Africa,Auckland,03-03-12,5,wickets
Australia,Sri Lanka,Australia,Brisbane,04-03-12,15,runs
Australia,Sri Lanka,Sri Lanka,Adelaide,06-03-12,8,wickets
Australia,Sri Lanka,Australia,Adelaide,08-03-12,16,runs
Bangladesh,Pakistan,Pakistan,Dhaka,11-03-12,21,runs
India,Sri Lanka,India,Dhaka,13-03-12,50,runs
Pakistan,Sri Lanka,Pakistan,Dhaka,15-03-12,6,wickets
West Indies,Australia,Australia,Kingstown,16-03-12,64,runs
Bangladesh,India,Bangladesh,Dhaka,16-03-12,5,wickets
India,Pakistan,India,Dhaka,18-03-12,6,wickets
West Indies,Australia,West Indies,Kingstown,18-03-12,5,wickets
Bangladesh,Sri Lanka,Bangladesh,Dhaka,20-03-12,5,wickets
West Indies,Australia,tied,Kingstown,20-03-12,5,wickets
Bangladesh,Pakistan,Pakistan,Dhaka,22-03-12,2,runs
West Indies,Australia,West Indies,Gros Islet,23-03-12,42,runs
West Indies,Australia,Australia,Gros Islet,25-03-12,30,runs
Afghanistan,Netherlands,Netherlands,Sharjah,29-03-12,9,wickets
Afghanistan,Netherlands,Afghanistan,Sharjah,31-03-12,5,wickets
Sri Lanka,Pakistan,Pakistan,Pallekele,07-06-12,6,wickets
Sri Lanka,Pakistan,Sri Lanka,Pallekele,09-06-12,76,runs
Sri Lanka,Pakistan,no result,Colombo (RPS),13-06-12,60,runs
Sri Lanka,Pakistan,Sri Lanka,Colombo (RPS),16-06-12,44,runs
England,West Indies,England,Southampton,16-06-12,114,runs
Sri Lanka,Pakistan,Sri Lanka,Colombo (RPS),18-06-12,2,wickets
England,West Indies,England,The Oval,19-06-12,8,wickets
Ireland,Australia,no result,Belfast,23-06-12,12,wickets
England,Australia,England,Lord's,29-06-12,15,runs
England,Australia,England,The Oval,01-07-12,6,wickets
Ireland,Afghanistan,Ireland,Dublin,05-07-12,59,runs
West Indies,New Zealand,West Indies,Kingston,05-07-12,9,wickets
England,Australia,England,Chester-le-Street,07-07-12,8,wickets
West Indies,New Zealand,West Indies,Kingston,07-07-12,55,runs
England,Australia,England,Manchester,10-07-12,7,wickets
West Indies,New Zealand,New Zealand,Basseterre,11-07-12,88,runs
West Indies,New Zealand,West Indies,Basseterre,14-07-12,24,runs
West Indies,New Zealand,West Indies,Basseterre,16-07-12,20,runs
Sri Lanka,India,India,Hambantota,21-07-12,21,runs
Sri Lanka,India,Sri Lanka,Hambantota,24-07-12,9,wickets
Sri Lanka,India,India,Colombo (RPS),28-07-12,5,wickets
Sri Lanka,India,India,Colombo (RPS),31-07-12,6,wickets
Sri Lanka,India,India,Pallekele,04-08-12,20,runs
England,South Africa,no result,Cardiff,24-08-12,43,runs
Afghanistan,Australia,Australia,Sharjah,25-08-12,66,runs
England,South Africa,South Africa,Southampton,28-08-12,80,runs
Australia,Pakistan,Australia,Sharjah,28-08-12,4,wickets
England,South Africa,England,The Oval,31-08-12,4,wickets
Australia,Pakistan,Pakistan,Abu Dhabi,31-08-12,7,wickets
England,South Africa,England,Lord's,02-09-12,6,wickets
Australia,Pakistan,Australia,Sharjah,03-09-12,3,wickets
England,South Africa,South Africa,Nottingham,05-09-12,7,wickets
Sri Lanka,New Zealand,Sri Lanka,Pallekele,04-11-12,14,runs
Sri Lanka,New Zealand,Sri Lanka,Pallekele,06-11-12,7,wickets
Sri Lanka,New Zealand,Sri Lanka,Hambantota,10-11-12,7,wickets
Sri Lanka,New Zealand,no result,Hambantota,12-11-12,7,wickets
Bangladesh,West Indies,Bangladesh,Khulna,30-11-12,7,wickets
Bangladesh,West Indies,Bangladesh,Khulna,02-12-12,160,runs
Bangladesh,West Indies,West Indies,Dhaka,05-12-12,4,wickets
Bangladesh,West Indies,West Indies,Dhaka,07-12-12,75,runs
Bangladesh,West Indies,Bangladesh,Dhaka,08-12-12,2,wickets
India,Pakistan,Pakistan,Chennai,30-12-12,6,wickets
India,Pakistan,Pakistan,Kolkata,03-01-13,85,runs
India,Pakistan,India,Delhi,06-01-13,10,runs
Australia,Sri Lanka,Australia,Melbourne,11-01-13,107,runs
India,England,England,Rajkot,11-01-13,9,runs
Australia,Sri Lanka,Sri Lanka,Adelaide,13-01-13,8,wickets
India,England,India,Kochi,15-01-13,127,runs
Australia,Sri Lanka,Sri Lanka,Brisbane,18-01-13,4,wickets
India,England,India,Ranchi,19-01-13,7,wickets
South Africa,New Zealand,New Zealand,Paarl,19-01-13,1,wicket
Australia,Sri Lanka,no result,Sydney,20-01-13,14,wicket
South Africa,New Zealand,New Zealand,Kimberley,22-01-13,27,runs
Australia,Sri Lanka,Australia,Hobart,23-01-13,32,runs
India,England,India,Mohali,23-01-13,5,wickets
South Africa,New Zealand,South Africa,Potchefstroom,25-01-13,1,wicket
India,England,England,Dharamsala,27-01-13,7,wickets
Australia,West Indies,Australia,Perth,01-02-13,9,wickets
Australia,West Indies,Australia,Perth,03-02-13,54,runs
Australia,West Indies,Australia,Canberra,06-02-13,39,runs
Australia,West Indies,Australia,Sydney,08-02-13,5,wickets
Australia,West Indies,Australia,Melbourne,10-02-13,17,runs
New Zealand,England,New Zealand,Hamilton,17-02-13,3,wickets
New Zealand,England,England,Napier,20-02-13,8,wickets
West Indies,Zimbabwe,West Indies,St George's,22-02-13,156,runs
New Zealand,England,England,Auckland,23-02-13,5,wickets
West Indies,Zimbabwe,West Indies,St George's,24-02-13,7,wickets
West Indies,Zimbabwe,West Indies,St George's,26-02-13,5,wickets
Afghanistan,Scotland,Afghanistan,Sharjah,06-03-13,7,wickets
Afghanistan,Scotland,Afghanistan,Sharjah,08-03-13,5,wickets
South Africa,Pakistan,South Africa,Bloemfontein,10-03-13,125,runs
Canada,Kenya,Kenya,ICCA Dubai,11-03-13,6,wickets
Canada,Kenya,Kenya,ICCA Dubai,13-03-13,6,wickets
South Africa,Pakistan,Pakistan,Centurion,15-03-13,6,wickets
South Africa,Pakistan,South Africa,Johannesburg,17-03-13,34,runs
South Africa,Pakistan,Pakistan,Durban,21-03-13,3,wickets
Sri Lanka,Bangladesh,Sri Lanka,Hambantota,23-03-13,8,wickets
South Africa,Pakistan,South Africa,Benoni,24-03-13,6,wickets
Sri Lanka,Bangladesh,no result,Hambantota,25-03-13,4,wickets
Sri Lanka,Bangladesh,Bangladesh,Pallekele,28-03-13,3,wickets
Zimbabwe,Bangladesh,Bangladesh,Bulawayo,03-05-13,121,runs
Zimbabwe,Bangladesh,Zimbabwe,Bulawayo,05-05-13,6,wickets
Zimbabwe,Bangladesh,Zimbabwe,Bulawayo,08-05-13,7,wickets
Scotland,Pakistan,Pakistan,Edinburgh,17-05-13,96,runs
Ireland,Pakistan,tied,Dublin,23-05-13,49,runs
Ireland,Pakistan,Pakistan,Dublin,26-05-13,2,wickets
Netherlands,South Africa,South Africa,Amstelveen,31-05-13,83,runs
England,New Zealand,New Zealand,Lord's,31-05-13,5,wickets
England,New Zealand,New Zealand,Southampton,02-06-13,86,runs
England,New Zealand,England,Nottingham,05-06-13,34,runs
India,South Africa,India,Cardiff,06-06-13,26,runs
Pakistan,West Indies,West Indies,The Oval,07-06-13,2,wickets
England,Australia,England,Birmingham,08-06-13,48,runs
New Zealand,Sri Lanka,New Zealand,Cardiff,09-06-13,1,wicket
Pakistan,South Africa,South Africa,Birmingham,10-06-13,67,runs
India,West Indies,India,The Oval,11-06-13,8,wickets
Australia,New Zealand,no result,Birmingham,12-06-13,8,wickets
England,Sri Lanka,Sri Lanka,The Oval,13-06-13,7,wickets
South Africa,West Indies,tied,Cardiff,14-06-13,8,wickets
India,Pakistan,India,Birmingham,15-06-13,8,wickets
England,New Zealand,England,Cardiff,16-06-13,10,runs
Australia,Sri Lanka,Sri Lanka,The Oval,17-06-13,20,runs
England,South Africa,England,The Oval,19-06-13,7,wickets
India,Sri Lanka,India,Cardiff,20-06-13,8,wickets
England,India,India,Birmingham,23-06-13,5,runs
West Indies,Sri Lanka,West Indies,Kingston,28-06-13,6,wickets
Scotland,Kenya,Scotland,Aberdeen,30-06-13,12,runs
West Indies,India,West Indies,Kingston,30-06-13,1,wicket
India,Sri Lanka,Sri Lanka,Kingston,02-07-13,161,runs
West Indies,India,India,Port of Spain,05-07-13,102,runs
Netherlands,Ireland,Ireland,Amstelveen,07-07-13,88,runs
India,Sri Lanka,India,Port of Spain,09-07-13,81,runs
Netherlands,Ireland,tied,Amstelveen,09-07-13,81,runs
India,Sri Lanka,India,Port of Spain,11-07-13,1,wicket
West Indies,Pakistan,Pakistan,Providence,14-07-13,126,runs
West Indies,Pakistan,West Indies,Providence,16-07-13,37,runs
West Indies,Pakistan,tied,Gros Islet,19-07-13,108,runs
Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),20-07-13,180,runs
West Indies,Pakistan,Pakistan,Gros Islet,21-07-13,6,wickets
Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),23-07-13,17,runs
Zimbabwe,India,India,Harare,24-07-13,6,wickets
West Indies,Pakistan,Pakistan,Gros Islet,24-07-13,4,wickets
Sri Lanka,South Africa,South Africa,Pallekele,26-07-13,56,runs
Zimbabwe,India,India,Harare,26-07-13,58,runs
Zimbabwe,India,India,Harare,28-07-13,7,wickets
Sri Lanka,South Africa,Sri Lanka,Pallekele,28-07-13,8,wickets
Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),31-07-13,128,runs
Zimbabwe,India,India,Bulawayo,01-08-13,9,wickets
Zimbabwe,India,India,Bulawayo,03-08-13,7,wickets
Zimbabwe,Pakistan,Zimbabwe,Harare,27-08-13,7,wickets
Zimbabwe,Pakistan,Pakistan,Harare,29-08-13,90,runs
Canada,Netherlands,Netherlands,King City (NW),29-08-13,9,wickets
Zimbabwe,Pakistan,Pakistan,Harare,31-08-13,108,runs
Ireland,England,England,Dublin (Malahide),03-09-13,6,wickets
Scotland,Australia,Australia,Edinburgh,03-09-13,200,runs
Ireland,Scotland,Ireland,Belfast,06-09-13,1,wicket
England,Australia,Australia,Manchester,08-09-13,88,runs
Ireland,Scotland,Ireland,Belfast,08-09-13,7,wickets
England,Australia,no result,Birmingham,11-09-13,5,wickets
England,Australia,England,Cardiff,14-09-13,3,wickets
England,Australia,Australia,Southampton,16-09-13,49,runs
Afghanistan,Kenya,Afghanistan,Sharjah,02-10-13,8,wickets
Afghanistan,Kenya,Afghanistan,Sharjah,04-10-13,7,wickets
India,Australia,Australia,Pune,13-10-13,72,runs
India,Australia,India,Jaipur,16-10-13,9,wickets
India,Australia,Australia,Mohali,19-10-13,4,wickets
India,Australia,no result,Ranchi,23-10-13,24,wickets
Bangladesh,New Zealand,Bangladesh,Dhaka,29-10-13,43,runs
India,Australia,India,Nagpur,30-10-13,6,wickets
Pakistan,South Africa,South Africa,Sharjah,30-10-13,1,run
Bangladesh,New Zealand,Bangladesh,Dhaka,31-10-13,40,runs
Pakistan,South Africa,Pakistan,Dubai (DSC),01-11-13,66,runs
India,Australia,India,Bengaluru,02-11-13,57,runs
Bangladesh,New Zealand,Bangladesh,Fatullah,03-11-13,4,wickets
Pakistan,South Africa,South Africa,Abu Dhabi,06-11-13,68,runs
Pakistan,South Africa,South Africa,Abu Dhabi,08-11-13,28,runs
Sri Lanka,New Zealand,no result,Hambantota,10-11-13,72,runs
Pakistan,South Africa,South Africa,Sharjah,11-11-13,117,runs
Sri Lanka,New Zealand,New Zealand,Hambantota,12-11-13,4,wickets
Sri Lanka,New Zealand,Sri Lanka,Dambulla,16-11-13,36,runs
India,West Indies,India,Kochi,21-11-13,6,wickets
India,West Indies,West Indies,Visakhapatnam,24-11-13,2,wickets
South Africa,Pakistan,Pakistan,Cape Town,24-11-13,23,runs
India,West Indies,India,Kanpur,27-11-13,5,wickets
South Africa,Pakistan,Pakistan,Port Elizabeth,27-11-13,1,run
South Africa,Pakistan,South Africa,Centurion,30-11-13,4,wickets
South Africa,India,South Africa,Johannesburg,05-12-13,141,runs
South Africa,India,South Africa,Durban,08-12-13,134,runs
South Africa,India,no result,Centurion,11-12-13,72,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,18-12-13,11,runs
Pakistan,Sri Lanka,Sri Lanka,Dubai (DSC),20-12-13,2,wickets
Pakistan,Sri Lanka,Pakistan,Sharjah,22-12-13,113,runs
Pakistan,Sri Lanka,Pakistan,Abu Dhabi,25-12-13,8,wickets
New Zealand,West Indies,West Indies,Auckland,26-12-13,2,wickets
Pakistan,Sri Lanka,Sri Lanka,Abu Dhabi,27-12-13,2,wickets
New Zealand,West Indies,New Zealand,Queenstown,01-01-14,159,runs
New Zealand,West Indies,New Zealand,Nelson,04-01-14,58,runs
New Zealand,West Indies,West Indies,Hamilton,08-01-14,203,runs
Australia,England,Australia,Melbourne,12-01-14,6,wickets
Australia,England,Australia,Brisbane,17-01-14,1,wicket
New Zealand,India,New Zealand,Napier,19-01-14,24,runs
Australia,England,Australia,Sydney,19-01-14,7,wickets
New Zealand,India,New Zealand,Hamilton,22-01-14,15,runs
Kenya,Netherlands,Kenya,Lincoln,23-01-14,4,wickets
Canada,Scotland,Scotland,Christchurch,23-01-14,170,runs
Australia,England,England,Perth,24-01-14,57,runs
New Zealand,India,tied,Auckland,25-01-14,31,runs
Australia,England,Australia,Adelaide,26-01-14,5,runs
New Zealand,India,New Zealand,Hamilton,28-01-14,7,wickets
Canada,Netherlands,Netherlands,Mount Maunganui,28-01-14,8,wickets
Kenya,Scotland,Scotland,Christchurch,30-01-14,3,wickets
New Zealand,India,New Zealand,Wellington,31-01-14,87,runs
Scotland,U.A.E.,Scotland,Lincoln,01-02-14,41,runs
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,17-02-14,13,runs
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,20-02-14,61,runs
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,22-02-14,6,wickets
West Indies,Ireland,West Indies,Kingston,23-02-14,4,wickets
Pakistan,Sri Lanka,Sri Lanka,Fatullah,25-02-14,12,runs
Bangladesh,India,India,Fatullah,26-02-14,6,wickets
Afghanistan,Pakistan,Pakistan,Fatullah,27-02-14,72,runs
India,Sri Lanka,Sri Lanka,Fatullah,28-02-14,2,wickets
West Indies,England,West Indies,North Sound,28-02-14,15,runs
Bangladesh,Afghanistan,Afghanistan,Fatullah,01-03-14,32,runs
India,Pakistan,Pakistan,Dhaka,02-03-14,1,wicket
West Indies,England,England,North Sound,02-03-14,3,wickets
Afghanistan,Sri Lanka,Sri Lanka,Dhaka,03-03-14,129,runs
Bangladesh,Pakistan,Pakistan,Dhaka,04-03-14,3,wickets
Afghanistan,India,India,Dhaka,05-03-14,8,wickets
West Indies,England,England,North Sound,05-03-14,25,runs
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,06-03-14,3,wickets
Pakistan,Sri Lanka,Sri Lanka,Dhaka,08-03-14,5,wickets
Afghanistan,Hong Kong,Afghanistan,Kuala Lumpur,01-05-14,6,wickets
Afghanistan,U.A.E.,Afghanistan,Kuala Lumpur,02-05-14,70,runs
Hong Kong,U.A.E.,U.A.E.,Kuala Lumpur,04-05-14,2,wickets
Ireland,Sri Lanka,Sri Lanka,Dublin,06-05-14,79,runs
Scotland,England,England,Aberdeen,09-05-14,39,runs
England,Sri Lanka,England,The Oval,22-05-14,81,runs
England,Sri Lanka,Sri Lanka,Chester-le-Street,25-05-14,157,runs
England,Sri Lanka,England,Manchester,28-05-14,10,wickets
England,Sri Lanka,Sri Lanka,Lord's,31-05-14,7,runs
England,Sri Lanka,Sri Lanka,Birmingham,03-06-14,6,wickets
Bangladesh,India,India,Dhaka,15-06-14,7,wickets
Bangladesh,India,India,Dhaka,17-06-14,47,runs
Bangladesh,India,no result,Dhaka,19-06-14,61,runs
Sri Lanka,South Africa,South Africa,Colombo (RPS),06-07-14,75,runs
Sri Lanka,South Africa,Sri Lanka,Pallekele,09-07-14,87,runs
Sri Lanka,South Africa,South Africa,Hambantota,12-07-14,82,runs
Zimbabwe,Afghanistan,Zimbabwe,Bulawayo,18-07-14,6,wickets
Zimbabwe,Afghanistan,Zimbabwe,Bulawayo,20-07-14,8,wickets
Zimbabwe,Afghanistan,Afghanistan,Bulawayo,22-07-14,2,wickets
Zimbabwe,Afghanistan,Afghanistan,Bulawayo,24-07-14,100,runs
Zimbabwe,South Africa,South Africa,Bulawayo,17-08-14,93,runs
Zimbabwe,South Africa,South Africa,Bulawayo,19-08-14,61,runs
West Indies,Bangladesh,West Indies,St George's,20-08-14,3,wickets
Zimbabwe,South Africa,South Africa,Bulawayo,21-08-14,7,wickets
West Indies,Bangladesh,West Indies,St George's,22-08-14,177,runs
Sri Lanka,Pakistan,Pakistan,Hambantota,23-08-14,4,wickets
Zimbabwe,Australia,Australia,Harare,25-08-14,198,runs
West Indies,Bangladesh,West Indies,Basseterre,25-08-14,91,runs
Sri Lanka,Pakistan,Sri Lanka,Hambantota,26-08-14,77,runs
Australia,South Africa,South Africa,Harare,27-08-14,7,wickets
England,India,India,Cardiff,27-08-14,133,runs
Zimbabwe,South Africa,South Africa,Harare,29-08-14,61,runs
Sri Lanka,Pakistan,Sri Lanka,Dambulla,30-08-14,7,wickets
England,India,India,Nottingham,30-08-14,6,wickets
Zimbabwe,Australia,Zimbabwe,Harare,31-08-14,3,wickets
Australia,South Africa,Australia,Harare,02-09-14,62,runs
England,India,India,Birmingham,02-09-14,9,wickets
Zimbabwe,South Africa,South Africa,Harare,04-09-14,63,runs
England,India,England,Leeds,05-09-14,41,runs
Australia,South Africa,South Africa,Harare,06-09-14,6,wickets
Ireland,Scotland,Ireland,Dublin (Malahide),08-09-14,7,wickets
Ireland,Scotland,Ireland,Dublin (Malahide),10-09-14,3,wickets
Ireland,Scotland,Scotland,Dublin (Malahide),12-09-14,8,wickets
Australia,Pakistan,Australia,Sharjah,07-10-14,93,runs
India,West Indies,West Indies,Kochi,08-10-14,124,runs
Australia,Pakistan,Australia,Dubai (DSC),10-10-14,5,wickets
India,West Indies,India,Delhi,11-10-14,48,runs
Australia,Pakistan,Australia,Abu Dhabi,12-10-14,1,run
India,West Indies,India,Dharamsala,17-10-14,59,runs
New Zealand,South Africa,South Africa,Mount Maunganui,21-10-14,6,wickets
New Zealand,South Africa,South Africa,Mount Maunganui,24-10-14,72,runs
New Zealand,South Africa,no result,Hamilton,27-10-14,120,runs
India,Sri Lanka,India,Cuttack,02-11-14,169,runs
India,Sri Lanka,India,Ahmedabad,06-11-14,6,wickets
Hong Kong,P.N.G.,P.N.G.,Townsville,08-11-14,4,wickets
India,Sri Lanka,India,Hyderabad (Deccan),09-11-14,6,wickets
Hong Kong,P.N.G.,P.N.G.,Townsville,09-11-14,3,wickets
India,Sri Lanka,India,Kolkata,13-11-14,153,runs
Australia,South Africa,Australia,Perth,14-11-14,32,runs
Australia,South Africa,South Africa,Perth,16-11-14,3,wickets
India,Sri Lanka,India,Ranchi,16-11-14,3,wickets
Australia,South Africa,Australia,Canberra,19-11-14,73,runs
Australia,South Africa,Australia,Melbourne,21-11-14,3,wickets
Bangladesh,Zimbabwe,Bangladesh,Chittagong,21-11-14,87,runs
Bangladesh,Zimbabwe,Bangladesh,Chittagong,23-11-14,68,runs
Australia,South Africa,Australia,Sydney,23-11-14,2,wickets
