Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
Bangladesh,Zimbabwe,Bangladesh,Dhaka,2010-12-06,65,runs
India,New Zealand,India,Bengaluru,2010-12-07,5,wickets
India,New Zealand,India,Chennai,2010-12-10,8,wickets
Bangladesh,Zimbabwe,Bangladesh,Chittagong,2010-12-12,6,wickets
South Africa,India,South Africa,Durban,2011-01-12,135,runs
South Africa,India,India,Johannesburg,2011-01-15,1,run
Australia,England,Australia,Melbourne,2011-01-16,6,wickets
South Africa,India,India,Cape Town,2011-01-18,2,wickets
Australia,England,Australia,Hobart,2011-01-21,46,runs
South Africa,India,South Africa,Port Elizabeth,2011-01-21,48,runs
New Zealand,Pakistan,New Zealand,Wellington,2011-01-22,9,wickets
Australia,England,Australia,Sydney,2011-01-23,4,wickets
South Africa,India,South Africa,Centurion,2011-01-23,33,runs
New Zealand,Pakistan,no result,Queenstown,2011-01-26,,
Australia,England,England,Adelaide,2011-01-26,21,runs
New Zealand,Pakistan,Pakistan,Christchurch,2011-01-29,43,runs
Australia,England,Australia,Brisbane,2011-01-30,51,runs
Sri Lanka,West Indies,no result,Colombo (SSC),2011-01-31,,
New Zealand,Pakistan,Pakistan,Napier,2011-02-01,2,wickets
Australia,England,Australia,Sydney,2011-02-02,2,wickets
New Zealand,Pakistan,Pakistan,Hamilton,2011-02-03,41,runs
Sri Lanka,West Indies,Sri Lanka,Colombo (SSC),2011-02-03,8,wickets
New Zealand,Pakistan,New Zealand,Auckland,2011-02-05,57,runs
Australia,England,Australia,Perth,2011-02-06,57,runs
Sri Lanka,West Indies,Sri Lanka,Colombo (SSC),2011-02-06,26,runs
Bangladesh,India,India,Dhaka,2011-02-19,87,runs
Kenya,New Zealand,New Zealand,Chennai,2011-02-20,10,wickets
Sri Lanka,Canada,Sri Lanka,Hambantota,2011-02-20,210,runs
Australia,Zimbabwe,Australia,Ahmedabad,2011-02-21,91,runs
England,Netherlands,England,Nagpur,2011-02-22,6,wickets
Kenya,Pakistan,Pakistan,Hambantota,2011-02-23,205,runs
South Africa,West Indies,South Africa,Delhi,2011-02-24,7,wickets
Australia,New Zealand,Australia,Nagpur,2011-02-25,7,wickets
Bangladesh,Ireland,Bangladesh,Dhaka,2011-02-25,27,runs
Sri Lanka,Pakistan,Pakistan,Colombo (RPS),2011-02-26,11,runs
India,England,tied,Bengaluru,2011-02-27,,
Canada,Zimbabwe,Zimbabwe,Nagpur,2011-02-28,175,runs
Netherlands,West Indies,West Indies,Delhi,2011-02-28,215,runs
Sri Lanka,Kenya,Sri Lanka,Colombo (RPS),2011-03-01,9,wickets
England,Ireland,Ireland,Bengaluru,2011-03-02,3,wickets
Netherlands,South Africa,South Africa,Mohali,2011-03-03,231,runs
Canada,Pakistan,Pakistan,Colombo (RPS),2011-03-03,46,runs
New Zealand,Zimbabwe,New Zealand,Ahmedabad,2011-03-04,10,wickets
Bangladesh,West Indies,West Indies,Dhaka,2011-03-04,9,wickets
Sri Lanka,Australia,no result,Colombo (RPS),2011-03-05,,
England,South Africa,England,Chennai,2011-03-06,6,runs
India,Ireland,India,Bengaluru,2011-03-06,5,wickets
Canada,Kenya,Canada,Delhi,2011-03-07,5,wickets
New Zealand,Pakistan,New Zealand,Pallekele,2011-03-08,110,runs
India,Netherlands,India,Delhi,2011-03-09,5,wickets
Sri Lanka,Zimbabwe,Sri Lanka,Pallekele,2011-03-10,139,runs
Ireland,West Indies,West Indies,Mohali,2011-03-11,44,runs
Bangladesh,England,Bangladesh,Chittagong,2011-03-11,2,wickets
India,South Africa,South Africa,Nagpur,2011-03-12,3,wickets
Canada,New Zealand,New Zealand,Mumbai,2011-03-13,97,runs
Australia,Kenya,Australia,Bengaluru,2011-03-13,60,runs
Bangladesh,Netherlands,Bangladesh,Chittagong,2011-03-14,6,wickets
Pakistan,Zimbabwe,Pakistan,Pallekele,2011-03-14,7,wickets
Ireland,South Africa,South Africa,Kolkata,2011-03-15,131,runs
Australia,Canada,Australia,Bengaluru,2011-03-16,7,wickets
England,West Indies,England,Chennai,2011-03-17,18,runs
Ireland,Netherlands,Ireland,Kolkata,2011-03-18,6,wickets
New Zealand,Sri Lanka,Sri Lanka,Mumbai,2011-03-18,112,runs
Bangladesh,South Africa,South Africa,Dhaka,2011-03-19,206,runs
Australia,Pakistan,Pakistan,Colombo (RPS),2011-03-19,4,wickets
Kenya,Zimbabwe,Zimbabwe,Kolkata,2011-03-20,161,runs
India,West Indies,India,Chennai,2011-03-20,80,runs
Pakistan,West Indies,Pakistan,Dhaka,2011-03-23,10,wickets
India,Australia,India,Ahmedabad,2011-03-24,5,wickets
New Zealand,South Africa,New Zealand,Dhaka,2011-03-25,49,runs
Sri Lanka,England,Sri Lanka,Colombo (RPS),2011-03-26,10,wickets
Sri Lanka,New Zealand,Sri Lanka,Colombo (RPS),2011-03-29,5,wickets
India,Pakistan,India,Mohali,2011-03-30,29,runs
India,Sri Lanka,India,Mumbai,2011-04-02,6,wickets
Bangladesh,Australia,Australia,Dhaka,2011-04-09,60,runs
Bangladesh,Australia,Australia,Dhaka,2011-04-11,9,wickets
Bangladesh,Australia,Australia,Dhaka,2011-04-13,66,runs
West Indies,Pakistan,Pakistan,Gros Islet,2011-04-23,8,wickets
West Indies,Pakistan,Pakistan,Gros Islet,2011-04-25,7,wickets
West Indies,Pakistan,Pakistan,Bridgetown,2011-04-28,3,wickets
West Indies,Pakistan,West Indies,Bridgetown,2011-05-02,1,run
West Indies,Pakistan,West Indies,Providence,2011-05-05,10,wickets
Ireland,Pakistan,Pakistan,Belfast,2011-05-28,7,wickets
Ireland,Pakistan,Pakistan,Belfast,2011-05-30,5,wickets
West Indies,India,India,Port of Spain,2011-06-06,4,wickets
West Indies,India,India,Port of Spain,2011-06-08,7,wickets
West Indies,India,India,North Sound,2011-06-11,3,wickets
West Indies,India,West Indies,North Sound,2011-06-13,103,runs
West Indies,India,West Indies,Kingston,2011-06-16,7,wickets
Scotland,Netherlands,Scotland,Aberdeen,2011-06-28,15,runs
England,Sri Lanka,England,The Oval,2011-06-28,110,runs
Scotland,Netherlands,Scotland,Aberdeen,2011-06-29,5,wickets
England,Sri Lanka,Sri Lanka,Leeds,2011-07-01,69,runs
England,Sri Lanka,Sri Lanka,Lord's,2011-07-03,6,wickets
England,Sri Lanka,England,Nottingham,2011-07-06,10,wickets
England,Sri Lanka,England,Manchester,2011-07-09,16,runs
Scotland,Ireland,Scotland,Edinburgh,2011-07-12,5,wickets
Scotland,Sri Lanka,Sri Lanka,Edinburgh,2011-07-13,183,runs
Canada,Afghanistan,Afghanistan,King City (NW),2011-08-07,2,wickets
Canada,Afghanistan,Afghanistan,Toronto,2011-08-09,17,runs
Sri Lanka,Australia,Australia,Pallekele,2011-08-10,7,wickets
Zimbabwe,Bangladesh,Zimbabwe,Harare,2011-08-12,4,wickets
Zimbabwe,Bangladesh,Zimbabwe,Harare,2011-08-14,7,wickets
Sri Lanka,Australia,Australia,Hambantota,2011-08-14,8,wickets
Zimbabwe,Bangladesh,Zimbabwe,Harare,2011-08-16,5,runs
Sri Lanka,Australia,Sri Lanka,Hambantota,2011-08-16,78,runs
Zimbabwe,Bangladesh,Bangladesh,Bulawayo,2011-08-19,6,wickets
Sri Lanka,Australia,Australia,Colombo (RPS),2011-08-20,5,wickets
Zimbabwe,Bangladesh,Bangladesh,Bulawayo,2011-08-21,93,runs
Sri Lanka,Australia,Sri Lanka,Colombo (RPS),2011-08-22,4,wickets
Ireland,England,England,Dublin,2011-08-25,11,runs
England,India,no result,Chester-le-Street,2011-09-03,,
England,India,England,Southampton,2011-09-06,7,wickets
Zimbabwe,Pakistan,Pakistan,Bulawayo,2011-09-08,5,runs
England,India,England,The Oval,2011-09-09,3,wickets
Zimbabwe,Pakistan,Pakistan,Harare,2011-09-11,10,wickets
England,India,tied,Lord's,2011-09-11,,
Netherlands,Kenya,Netherlands,The Hague,2011-09-12,2,wickets
Netherlands,Kenya,Netherlands,The Hague,2011-09-13,4,wickets
Zimbabwe,Pakistan,Pakistan,Harare,2011-09-14,28,runs
England,India,England,Cardiff,2011-09-16,6,wickets
Ireland,Canada,Ireland,Dublin,2011-09-19,133,runs
Ireland,Canada,Ireland,Dublin,2011-09-20,56,runs
Bangladesh,West Indies,West Indies,Dhaka,2011-10-13,40,runs
India,England,India,Hyderabad (Deccan),2011-10-14,126,runs
Bangladesh,West Indies,West Indies,Dhaka,2011-10-15,8,wickets
India,England,India,Delhi,2011-10-17,8,wickets
Bangladesh,West Indies,Bangladesh,Chittagong,2011-10-18,8,wickets
South Africa,Australia,Australia,Centurion,2011-10-19,93,runs
Zimbabwe,New Zealand,New Zealand,Harare,2011-10-20,9,wickets
India,England,India,Mohali,2011-10-20,5,wickets
Zimbabwe,New Zealand,New Zealand,Harare,2011-10-22,4,wickets
India,England,India,Mumbai,2011-10-23,6,wickets
South Africa,Australia,South Africa,Port Elizabeth,2011-10-23,80,runs
Zimbabwe,New Zealand,Zimbabwe,Bulawayo,2011-10-25,1,wicket
India,England,India,Kolkata,2011-10-25,95,runs
South Africa,Australia,Australia,Durban,2011-10-28,3,wickets
Pakistan,Sri Lanka,Pakistan,Dubai (DSC),2011-11-11,8,wickets
Pakistan,Sri Lanka,Sri Lanka,Dubai (DSC),2011-11-14,25,runs
Pakistan,Sri Lanka,Pakistan,Dubai (DSC),2011-11-18,21,runs
Pakistan,Sri Lanka,Pakistan,Sharjah,2011-11-20,26,runs
Pakistan,Sri Lanka,Pakistan,Abu Dhabi,2011-11-23,3,wickets
India,West Indies,India,Cuttack,2011-11-29,1,wicket
Bangladesh,Pakistan,Pakistan,Dhaka,2011-12-01,5,wickets
India,West Indies,India,Visakhapatnam,2011-12-02,5,wickets
Bangladesh,Pakistan,Pakistan,Dhaka,2011-12-03,76,runs
India,West Indies,West Indies,Ahmedabad,2011-12-05,16,runs
Bangladesh,Pakistan,Pakistan,Chittagong,2011-12-06,58,runs
India,West Indies,India,Indore,2011-12-08,153,runs
India,West Indies,India,Chennai,2011-12-11,34,runs
South Africa,Sri Lanka,South Africa,Paarl,2012-01-11,258,runs
South Africa,Sri Lanka,South Africa,East London,2012-01-14,5,wickets
South Africa,Sri Lanka,South Africa,Bloemfontein,2012-01-17,4,runs
South Africa,Sri Lanka,Sri Lanka,Kimberley,2012-01-20,5,wickets
South Africa,Sri Lanka,Sri Lanka,Johannesburg,2012-01-22,2,wickets
New Zealand,Zimbabwe,New Zealand,Dunedin,2012-02-03,90,runs
Australia,India,Australia,Melbourne,2012-02-05,65,runs
New Zealand,Zimbabwe,New Zealand,Whangarei,2012-02-06,141,runs
India,Sri Lanka,India,Perth,2012-02-08,4,wickets
New Zealand,Zimbabwe,New Zealand,Napier,2012-02-09,202,runs
Australia,Sri Lanka,Australia,Perth,2012-02-10,5,runs
Afghanistan,Pakistan,Pakistan,Sharjah,2012-02-10,7,wickets
Australia,India,India,Adelaide,2012-02-12,4,wickets
England,Pakistan,England,Abu Dhabi,2012-02-13,130,runs
India,Sri Lanka,tied,Adelaide,2012-02-14,,
England,Pakistan,England,Abu Dhabi,2012-02-15,20,runs
Australia,Sri Lanka,Sri Lanka,Sydney,2012-02-17,8,wickets
Kenya,Ireland,Kenya,Mombasa,2012-02-18,7,wickets
England,Pakistan,England,Dubai (DSC),2012-02-18,9,wickets
Australia,India,Australia,Brisbane,2012-02-19,110,runs
Kenya,Ireland,Ireland,Mombasa,2012-02-20,117,runs
India,Sri Lanka,Sri Lanka,Brisbane,2012-02-21,51,runs
England,Pakistan,England,Dubai (DSC),2012-02-21,4,wickets
Australia,Sri Lanka,Sri Lanka,Hobart,2012-02-24,3,wickets
New Zealand,South Africa,South Africa,Wellington,2012-02-25,6,wickets
Australia,India,Australia,Sydney,2012-02-26,87,runs
India,Sri Lanka,India,Hobart,2012-02-28,7,wickets
New Zealand,South Africa,South Africa,Napier,2012-02-29,6,wickets
Australia,Sri Lanka,Sri Lanka,Melbourne,2012-03-02,9,runs
New Zealand,South Africa,South Africa,Auckland,2012-03-03,5,wickets
Australia,Sri Lanka,Australia,Brisbane,2012-03-04,15,runs
Australia,Sri Lanka,Sri Lanka,Adelaide,2012-03-06,8,wickets
Australia,Sri Lanka,Australia,Adelaide,2012-03-08,16,runs
Bangladesh,Pakistan,Pakistan,Dhaka,2012-03-11,21,runs
India,Sri Lanka,India,Dhaka,2012-03-13,50,runs
Pakistan,Sri Lanka,Pakistan,Dhaka,2012-03-15,6,wickets
Bangladesh,India,Bangladesh,Dhaka,2012-03-16,5,wickets
West Indies,Australia,Australia,Kingstown,2012-03-16,64,runs
India,Pakistan,India,Dhaka,2012-03-18,6,wickets
West Indies,Australia,West Indies,Kingstown,2012-03-18,5,wickets
Bangladesh,Sri Lanka,Bangladesh,Dhaka,2012-03-20,5,wickets
West Indies,Australia,tied,Kingstown,2012-03-20,,
Bangladesh,Pakistan,Pakistan,Dhaka,2012-03-22,2,runs
West Indies,Australia,West Indies,Gros Islet,2012-03-23,42,runs
West Indies,Australia,Australia,Gros Islet,2012-03-25,30,runs
Afghanistan,Netherlands,Netherlands,Sharjah,2012-03-29,9,wickets
Afghanistan,Netherlands,Afghanistan,Sharjah,2012-03-31,5,wickets
Sri Lanka,Pakistan,Pakistan,Pallekele,2012-06-07,6,wickets
Sri Lanka,Pakistan,Sri Lanka,Pallekele,2012-06-09,76,runs
Sri Lanka,Pakistan,no result,Colombo (RPS),2012-06-13,,
Sri Lanka,Pakistan,Sri Lanka,Colombo (RPS),2012-06-16,44,runs
England,West Indies,England,Southampton,2012-06-16,114,runs
Sri Lanka,Pakistan,Sri Lanka,Colombo (RPS),2012-06-18,2,wickets
England,West Indies,England,The Oval,2012-06-19,8,wickets
Ireland,Australia,no result,Belfast,2012-06-23,,
England,Australia,England,Lord's,2012-06-29,15,runs
England,Australia,England,The Oval,2012-07-01,6,wickets
Ireland,Afghanistan,Ireland,Dublin,2012-07-05,59,runs
West Indies,New Zealand,West Indies,Kingston,2012-07-05,9,wickets
England,Australia,England,Chester-le-Street,2012-07-07,8,wickets
West Indies,New Zealand,West Indies,Kingston,2012-07-07,55,runs
England,Australia,England,Manchester,2012-07-10,7,wickets
Scotland,Canada,Scotland,Ayr,,4,wickets
West Indies,New Zealand,New Zealand,Basseterre,2012-07-11,88,runs
West Indies,New Zealand,West Indies,Basseterre,2012-07-14,24,runs
West Indies,New Zealand,West Indies,Basseterre,2012-07-16,20,runs
Sri Lanka,India,India,Hambantota,2012-07-21,21,runs
Sri Lanka,India,Sri Lanka,Hambantota,2012-07-24,9,wickets
Sri Lanka,India,India,Colombo (RPS),2012-07-28,5,wickets
Sri Lanka,India,India,Colombo (RPS),2012-07-31,6,wickets
Sri Lanka,India,India,Pallekele,2012-08-04,20,runs
England,South Africa,no result,Cardiff,2012-08-24,,
Afghanistan,Australia,Australia,Sharjah,2012-08-25,66,runs
England,South Africa,South Africa,Southampton,2012-08-28,80,runs
Australia,Pakistan,Australia,Sharjah,2012-08-28,4,wickets
England,South Africa,England,The Oval,2012-08-31,4,wickets
Australia,Pakistan,Pakistan,Abu Dhabi,2012-08-31,7,wickets
England,South Africa,England,Lord's,2012-09-02,6,wickets
Australia,Pakistan,Australia,Sharjah,2012-09-03,3,wickets
England,South Africa,South Africa,Nottingham,2012-09-05,7,wickets
Sri Lanka,New Zealand,Sri Lanka,Pallekele,2012-11-04,14,runs
Sri Lanka,New Zealand,Sri Lanka,Pallekele,2012-11-06,7,wickets
Sri Lanka,New Zealand,Sri Lanka,Hambantota,2012-11-10,7,wickets
Sri Lanka,New Zealand,no result,Hambantota,2012-11-12,,
Bangladesh,West Indies,Bangladesh,Khulna,2012-11-30,7,wickets
Bangladesh,West Indies,Bangladesh,Khulna,2012-12-02,160,runs
Bangladesh,West Indies,West Indies,Dhaka,2012-12-05,4,wickets
Bangladesh,West Indies,West Indies,Dhaka,2012-12-07,75,runs
Bangladesh,West Indies,Bangladesh,Dhaka,2012-12-08,2,wickets
India,Pakistan,Pakistan,Chennai,2012-12-30,6,wickets
India,Pakistan,Pakistan,Kolkata,2013-01-03,85,runs
India,Pakistan,India,Delhi,2013-01-06,10,runs
Australia,Sri Lanka,Australia,Melbourne,2013-01-11,107,runs
India,England,England,Rajkot,2013-01-11,9,runs
Australia,Sri Lanka,Sri Lanka,Adelaide,2013-01-13,8,wickets
India,England,India,Kochi,2013-01-15,127,runs
Australia,Sri Lanka,Sri Lanka,Brisbane,2013-01-18,4,wickets
India,England,India,Ranchi,2013-01-19,7,wickets
South Africa,New Zealand,New Zealand,Paarl,2013-01-19,1,wicket
Australia,Sri Lanka,no result,Sydney,2013-01-20,,
South Africa,New Zealand,New Zealand,Kimberley,2013-01-22,27,runs
Australia,Sri Lanka,Australia,Hobart,2013-01-23,32,runs
India,England,India,Mohali,2013-01-23,5,wickets
South Africa,New Zealand,South Africa,Potchefstroom,2013-01-25,1,wicket
India,England,England,Dharamsala,2013-01-27,7,wickets
Australia,West Indies,Australia,Perth,2013-02-01,9,wickets
Australia,West Indies,Australia,Perth,2013-02-03,54,runs
Australia,West Indies,Australia,Canberra,2013-02-06,39,runs
Australia,West Indies,Australia,Sydney,2013-02-08,5,wickets
Australia,West Indies,Australia,Melbourne,2013-02-10,17,runs
New Zealand,England,New Zealand,Hamilton,2013-02-17,3,wickets
New Zealand,England,England,Napier,2013-02-20,8,wickets
West Indies,Zimbabwe,West Indies,St George's,2013-02-22,156,runs
New Zealand,England,England,Auckland,2013-02-23,5,wickets
West Indies,Zimbabwe,West Indies,St George's,2013-02-24,7,wickets
West Indies,Zimbabwe,West Indies,St George's,2013-02-26,5,wickets
Afghanistan,Scotland,Afghanistan,Sharjah,2013-03-06,7,wickets
Afghanistan,Scotland,Afghanistan,Sharjah,2013-03-08,5,wickets
South Africa,Pakistan,South Africa,Bloemfontein,2013-03-10,125,runs
Canada,Kenya,Kenya,ICCA Dubai,2013-03-11,6,wickets
Canada,Kenya,Kenya,ICCA Dubai,2013-03-13,6,wickets
South Africa,Pakistan,Pakistan,Centurion,2013-03-15,6,wickets
South Africa,Pakistan,South Africa,Johannesburg,2013-03-17,34,runs
South Africa,Pakistan,Pakistan,Durban,2013-03-21,3,wickets
Sri Lanka,Bangladesh,Sri Lanka,Hambantota,2013-03-23,8,wickets
South Africa,Pakistan,South Africa,Benoni,2013-03-24,6,wickets
Sri Lanka,Bangladesh,no result,Hambantota,2013-03-25,,
Sri Lanka,Bangladesh,Bangladesh,Pallekele,2013-03-28,3,wickets
Zimbabwe,Bangladesh,Bangladesh,Bulawayo,2013-05-03,121,runs
Zimbabwe,Bangladesh,Zimbabwe,Bulawayo,2013-05-05,6,wickets
Zimbabwe,Bangladesh,Zimbabwe,Bulawayo,2013-05-08,7,wickets
Scotland,Pakistan,Pakistan,Edinburgh,2013-05-17,96,runs
Ireland,Pakistan,tied,Dublin,2013-05-23,,
Ireland,Pakistan,Pakistan,Dublin,2013-05-26,2,wickets
Netherlands,South Africa,South Africa,Amstelveen,2013-05-31,83,runs
England,New Zealand,New Zealand,Lord's,2013-05-31,5,wickets
England,New Zealand,New Zealand,Southampton,2013-06-02,86,runs
England,New Zealand,England,Nottingham,2013-06-05,34,runs
India,South Africa,India,Cardiff,2013-06-06,26,runs
Pakistan,West Indies,West Indies,The Oval,2013-06-07,2,wickets
England,Australia,England,Birmingham,2013-06-08,48,runs
New Zealand,Sri Lanka,New Zealand,Cardiff,2013-06-09,1,wicket
Pakistan,South Africa,South Africa,Birmingham,2013-06-10,67,runs
India,West Indies,India,The Oval,2013-06-11,8,wickets
Australia,New Zealand,no result,Birmingham,2013-06-12,,
England,Sri Lanka,Sri Lanka,The Oval,2013-06-13,7,wickets
South Africa,West Indies,tied,Cardiff,2013-06-14,,
India,Pakistan,India,Birmingham,2013-06-15,8,wickets
England,New Zealand,England,Cardiff,2013-06-16,10,runs
Australia,Sri Lanka,Sri Lanka,The Oval,2013-06-17,20,runs
England,South Africa,England,The Oval,2013-06-19,7,wickets
India,Sri Lanka,India,Cardiff,2013-06-20,8,wickets
England,India,India,Birmingham,2013-06-23,5,runs
West Indies,Sri Lanka,West Indies,Kingston,2013-06-28,6,wickets
Scotland,Kenya,Scotland,Aberdeen,2013-06-30,12,runs
West Indies,India,West Indies,Kingston,2013-06-30,1,wicket
Scotland,Kenya,Scotland,Aberdeen,,4,wickets
India,Sri Lanka,Sri Lanka,Kingston,2013-07-02,161,runs
West Indies,India,India,Port of Spain,2013-07-05,102,runs
Netherlands,Ireland,Ireland,Amstelveen,2013-07-07,88,runs
West Indies,Sri Lanka,Sri Lanka,Port of Spain,,39,runs
Netherlands,Ireland,tied,Amstelveen,2013-07-09,,
India,Sri Lanka,India,Port of Spain,2013-07-09,81,runs
India,Sri Lanka,India,Port of Spain,2013-07-11,1,wicket
West Indies,Pakistan,Pakistan,Providence,2013-07-14,126,runs
West Indies,Pakistan,West Indies,Providence,2013-07-16,37,runs
West Indies,Pakistan,tied,Gros Islet,2013-07-19,,
Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),2013-07-20,180,runs
West Indies,Pakistan,Pakistan,Gros Islet,2013-07-21,6,wickets
Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),2013-07-23,17,runs
Zimbabwe,India,India,Harare,2013-07-24,6,wickets
West Indies,Pakistan,Pakistan,Gros Islet,2013-07-24,4,wickets
Zimbabwe,India,India,Harare,2013-07-26,58,runs
Sri Lanka,South Africa,South Africa,Pallekele,2013-07-26,56,runs
Zimbabwe,India,India,Harare,2013-07-28,7,wickets
Sri Lanka,South Africa,Sri Lanka,Pallekele,2013-07-28,8,wickets
Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),2013-07-31,128,runs
Zimbabwe,India,India,Bulawayo,2013-08-01,9,wickets
Zimbabwe,India,India,Bulawayo,2013-08-03,7,wickets
Zimbabwe,Pakistan,Zimbabwe,Harare,2013-08-27,7,wickets
Canada,Netherlands,no result,King City (NW),,,
Zimbabwe,Pakistan,Pakistan,Harare,2013-08-29,90,runs
Canada,Netherlands,Netherlands,King City (NW),2013-08-29,9,wickets
Zimbabwe,Pakistan,Pakistan,Harare,2013-08-31,108,runs
Ireland,England,England,Dublin (Malahide),2013-09-03,6,wickets
Scotland,Australia,Australia,Edinburgh,2013-09-03,200,runs
Ireland,Scotland,Ireland,Belfast,2013-09-06,1,wicket
England,Australia,Australia,Manchester,2013-09-08,88,runs
Ireland,Scotland,Ireland,Belfast,2013-09-08,7,wickets
England,Australia,no result,Birmingham,2013-09-11,,
England,Australia,England,Cardiff,2013-09-14,3,wickets
England,Australia,Australia,Southampton,2013-09-16,49,runs
Afghanistan,Kenya,Afghanistan,Sharjah,2013-10-02,8,wickets
Afghanistan,Kenya,Afghanistan,Sharjah,2013-10-04,7,wickets
India,Australia,Australia,Pune,2013-10-13,72,runs
India,Australia,India,Jaipur,2013-10-16,9,wickets
India,Australia,Australia,Mohali,2013-10-19,4,wickets
India,Australia,no result,Ranchi,2013-10-23,,
Bangladesh,New Zealand,Bangladesh,Dhaka,2013-10-29,43,runs
India,Australia,India,Nagpur,2013-10-30,6,wickets
Pakistan,South Africa,South Africa,Sharjah,2013-10-30,1,run
Bangladesh,New Zealand,Bangladesh,Dhaka,2013-10-31,40,runs
Pakistan,South Africa,Pakistan,Dubai (DSC),2013-11-01,66,runs
India,Australia,India,Bengaluru,2013-11-02,57,runs
Bangladesh,New Zealand,Bangladesh,Fatullah,2013-11-03,4,wickets
Pakistan,South Africa,South Africa,Abu Dhabi,2013-11-06,68,runs
Pakistan,South Africa,South Africa,Abu Dhabi,2013-11-08,28,runs
Sri Lanka,New Zealand,no result,Hambantota,2013-11-10,,
Pakistan,South Africa,South Africa,Sharjah,2013-11-11,117,runs
Sri Lanka,New Zealand,New Zealand,Hambantota,2013-11-12,4,wickets
Sri Lanka,New Zealand,Sri Lanka,Dambulla,2013-11-16,36,runs
India,West Indies,India,Kochi,2013-11-21,6,wickets
India,West Indies,West Indies,Visakhapatnam,2013-11-24,2,wickets
South Africa,Pakistan,Pakistan,Cape Town,2013-11-24,23,runs
India,West Indies,India,Kanpur,2013-11-27,5,wickets
South Africa,Pakistan,Pakistan,Port Elizabeth,2013-11-27,1,run
South Africa,Pakistan,South Africa,Centurion,2013-11-30,4,wickets
South Africa,India,South Africa,Johannesburg,2013-12-05,141,runs
South Africa,India,South Africa,Durban,2013-12-08,134,runs
South Africa,India,no result,Centurion,2013-12-11,,
Pakistan,Sri Lanka,Pakistan,Sharjah,2013-12-18,11,runs
Pakistan,Sri Lanka,Sri Lanka,Dubai (DSC),2013-12-20,2,wickets
Pakistan,Sri Lanka,Pakistan,Sharjah,2013-12-22,113,runs
Pakistan,Sri Lanka,Pakistan,Abu Dhabi,2013-12-25,8,wickets
New Zealand,West Indies,West Indies,Auckland,2013-12-26,2,wickets
Pakistan,Sri Lanka,Sri Lanka,Abu Dhabi,2013-12-27,2,wickets
New Zealand,West Indies,New Zealand,Queenstown,2014-01-01,159,runs
New Zealand,West Indies,New Zealand,Nelson,2014-01-04,58,runs
New Zealand,West Indies,West Indies,Hamilton,2014-01-08,203,runs
Australia,England,Australia,Melbourne,2014-01-12,6,wickets
Australia,England,Australia,Brisbane,2014-01-17,1,wicket
New Zealand,India,New Zealand,Napier,2014-01-19,24,runs
Australia,England,Australia,Sydney,2014-01-19,7,wickets
New Zealand,India,New Zealand,Hamilton,2014-01-22,15,runs
Canada,Scotland,Scotland,Christchurch,2014-01-23,170,runs
Kenya,Netherlands,Kenya,Lincoln,2014-01-23,4,wickets
Australia,England,England,Perth,2014-01-24,57,runs
New Zealand,India,tied,Auckland,2014-01-25,,
Australia,England,Australia,Adelaide,2014-01-26,5,runs
Canada,Netherlands,Netherlands,Mount Maunganui,2014-01-28,8,wickets
New Zealand,India,New Zealand,Hamilton,2014-01-28,7,wickets
Kenya,Scotland,Scotland,Christchurch,2014-01-30,3,wickets
New Zealand,India,New Zealand,Wellington,2014-01-31,87,runs
Scotland,U.A.E.,Scotland,Lincoln,2014-02-01,41,runs
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,2014-02-17,13,runs
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,2014-02-20,61,runs
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,2014-02-22,6,wickets
West Indies,Ireland,West Indies,Kingston,2014-02-23,4,wickets
Pakistan,Sri Lanka,Sri Lanka,Fatullah,2014-02-25,12,runs
Bangladesh,India,India,Fatullah,2014-02-26,6,wickets
Afghanistan,Pakistan,Pakistan,Fatullah,2014-02-27,72,runs
India,Sri Lanka,Sri Lanka,Fatullah,2014-02-28,2,wickets
West Indies,England,West Indies,North Sound,2014-02-28,15,runs
Bangladesh,Afghanistan,Afghanistan,Fatullah,2014-03-01,32,runs
India,Pakistan,Pakistan,Dhaka,2014-03-02,1,wicket
West Indies,England,England,North Sound,2014-03-02,3,wickets
Afghanistan,Sri Lanka,Sri Lanka,Dhaka,2014-03-03,129,runs
Bangladesh,Pakistan,Pakistan,Dhaka,2014-03-04,3,wickets
Afghanistan,India,India,Dhaka,2014-03-05,8,wickets
West Indies,England,England,North Sound,2014-03-05,25,runs
Bangladesh,Sri Lanka,Sri Lanka,Dhaka,2014-03-06,3,wickets
Pakistan,Sri Lanka,Sri Lanka,Dhaka,2014-03-08,5,wickets
Afghanistan,Hong Kong,Afghanistan,Kuala Lumpur,2014-05-01,6,wickets
Afghanistan,U.A.E.,Afghanistan,Kuala Lumpur,2014-05-02,70,runs
Hong Kong,U.A.E.,U.A.E.,Kuala Lumpur,2014-05-04,2,wickets
Ireland,Sri Lanka,Sri Lanka,Dublin,2014-05-06,79,runs
Scotland,England,England,Aberdeen,2014-05-09,39,runs
