,Team 1,Team 2,Winner,Ground,Match Date,Margin Value,Margin Type
3230,Australia,India,Australia,Melbourne,2012-02-05,65.0,runs
3231,New Zealand,Zimbabwe,New Zealand,Whangarei,2012-02-06,141.0,runs
3232,India,Sri Lanka,India,Perth,2012-02-08,4.0,wickets
3233,New Zealand,Zimbabwe,New Zealand,Napier,2012-02-09,202.0,runs
3234,Australia,Sri Lanka,Australia,Perth,2012-02-10,5.0,runs
3235,Afghanistan,Pakistan,Pakistan,Sharjah,2012-02-10,7.0,wickets
3236,Australia,India,India,Adelaide,2012-02-12,4.0,wickets
3237,England,Pakistan,England,Abu Dhabi,2012-02-13,130.0,runs
3238,India,Sri Lanka,tied,Adelaide,2012-02-14,75.0,runs
3239,England,Pakistan,England,Abu Dhabi,2012-02-15,20.0,runs
3240,Australia,Sri Lanka,Sri Lanka,Sydney,2012-02-17,8.0,wickets
3242,England,Pakistan,England,Dubai (DSC),2012-02-18,9.0,wickets
3241,Kenya,Ireland,Kenya,Mombasa,2012-02-18,7.0,wickets
3243,Australia,India,Australia,Brisbane,2012-02-19,110.0,runs
3244,Kenya,Ireland,Ireland,Mombasa,2012-02-20,117.0,runs
3246,England,Pakistan,England,Dubai (DSC),2012-02-21,4.0,wickets
3245,India,Sri Lanka,Sri Lanka,Brisbane,2012-02-21,51.0,runs
3247,Australia,Sri Lanka,Sri Lanka,Hobart,2012-02-24,3.0,wickets
3248,New Zealand,South Africa,South Africa,Wellington,2012-02-25,6.0,wickets
3249,Australia,India,Australia,Sydney,2012-02-26,87.0,runs
3250,India,Sri Lanka,India,Hobart,2012-02-28,7.0,wickets
3251,New Zealand,South Africa,South Africa,Napier,2012-02-29,6.0,wickets
3252,Australia,Sri Lanka,Sri Lanka,Melbourne,2012-03-02,9.0,runs
3253,New Zealand,South Africa,South Africa,Auckland,2012-03-03,5.0,wickets
3254,Australia,Sri Lanka,Australia,Brisbane,2012-03-04,15.0,runs
3255,Australia,Sri Lanka,Sri Lanka,Adelaide,2012-03-06,8.0,wickets
3256,Australia,Sri Lanka,Australia,Adelaide,2012-03-08,16.0,runs
3257,Bangladesh,Pakistan,Pakistan,Dhaka,2012-03-11,21.0,runs
3258,India,Sri Lanka,India,Dhaka,2012-03-13,50.0,runs
3259,Pakistan,Sri Lanka,Pakistan,Dhaka,2012-03-15,6.0,wickets
3261,West Indies,Australia,Australia,Kingstown,2012-03-16,64.0,runs
3260,Bangladesh,India,Bangladesh,Dhaka,2012-03-16,5.0,wickets
3262,India,Pakistan,India,Dhaka,2012-03-18,6.0,wickets
3263,West Indies,Australia,West Indies,Kingstown,2012-03-18,5.0,wickets
3264,Bangladesh,Sri Lanka,Bangladesh,Dhaka,2012-03-20,5.0,wickets
3265,West Indies,Australia,tied,Kingstown,2012-03-20,5.0,wickets
3266,Bangladesh,Pakistan,Pakistan,Dhaka,2012-03-22,2.0,runs
3267,West Indies,Australia,West Indies,Gros Islet,2012-03-23,42.0,runs
3268,West Indies,Australia,Australia,Gros Islet,2012-03-25,30.0,runs
3269,Afghanistan,Netherlands,Netherlands,Sharjah,2012-03-29,9.0,wickets
3270,Afghanistan,Netherlands,Afghanistan,Sharjah,2012-03-31,5.0,wickets
3271,Sri Lanka,Pakistan,Pakistan,Pallekele,2012-06-07,6.0,wickets
3272,Sri Lanka,Pakistan,Sri Lanka,Pallekele,2012-06-09,76.0,runs
3273,Sri Lanka,Pakistan,no result,Colombo (RPS),2012-06-13,60.0,runs
3274,Sri Lanka,Pakistan,Sri Lanka,Colombo (RPS),2012-06-16,44.0,runs
3275,England,West Indies,England,Southampton,2012-06-16,114.0,runs
3276,Sri Lanka,Pakistan,Sri Lanka,Colombo (RPS),2012-06-18,2.0,wickets
3277,England,West Indies,England,The Oval,2012-06-19,8.0,wickets
3278,Ireland,Australia,no result,Belfast,2012-06-23,12.0,wickets
3279,England,Australia,England,Lord's,2012-06-29,15.0,runs
3280,England,Australia,England,The Oval,2012-07-01,6.0,wickets
3281,Ireland,Afghanistan,Ireland,Dublin,2012-07-05,59.0,runs
3282,West Indies,New Zealand,West Indies,Kingston,2012-07-05,9.0,wickets
3283,England,Australia,England,Chester-le-Street,2012-07-07,8.0,wickets
3284,West Indies,New Zealand,West Indies,Kingston,2012-07-07,55.0,runs
3285,England,Australia,England,Manchester,2012-07-10,7.0,wickets
3287,West Indies,New Zealand,New Zealand,Basseterre,2012-07-11,88.0,runs
3288,West Indies,New Zealand,West Indies,Basseterre,2012-07-14,24.0,runs
3289,West Indies,New Zealand,West Indies,Basseterre,2012-07-16,20.0,runs
3290,Sri Lanka,India,India,Hambantota,2012-07-21,21.0,runs
3291,Sri Lanka,India,Sri Lanka,Hambantota,2012-07-24,9.0,wickets
3292,Sri Lanka,India,India,Colombo (RPS),2012-07-28,5.0,wickets
3293,Sri Lanka,India,India,Colombo (RPS),2012-07-31,6.0,wickets
3294,Sri Lanka,India,India,Pallekele,2012-08-04,20.0,runs
3295,England,South Africa,no result,Cardiff,2012-08-24,43.0,runs
3296,Afghanistan,Australia,Australia,Sharjah,2012-08-25,66.0,runs
3297,England,South Africa,South Africa,Southampton,2012-08-28,80.0,runs
3298,Australia,Pakistan,Australia,Sharjah,2012-08-28,4.0,wickets
3299,England,South Africa,England,The Oval,2012-08-31,4.0,wickets
3300,Australia,Pakistan,Pakistan,Abu Dhabi,2012-08-31,7.0,wickets
3301,England,South Africa,England,Lord's,2012-09-02,6.0,wickets
3302,Australia,Pakistan,Australia,Sharjah,2012-09-03,3.0,wickets
3303,England,South Africa,South Africa,Nottingham,2012-09-05,7.0,wickets
3304,Sri Lanka,New Zealand,Sri Lanka,Pallekele,2012-11-04,14.0,runs
3305,Sri Lanka,New Zealand,Sri Lanka,Pallekele,2012-11-06,7.0,wickets
3306,Sri Lanka,New Zealand,Sri Lanka,Hambantota,2012-11-10,7.0,wickets
3307,Sri Lanka,New Zealand,no result,Hambantota,2012-11-12,7.0,wickets
3308,Bangladesh,West Indies,Bangladesh,Khulna,2012-11-30,7.0,wickets
3309,Bangladesh,West Indies,Bangladesh,Khulna,2012-12-02,160.0,runs
3310,Bangladesh,West Indies,West Indies,Dhaka,2012-12-05,4.0,wickets
3311,Bangladesh,West Indies,West Indies,Dhaka,2012-12-07,75.0,runs
3312,Bangladesh,West Indies,Bangladesh,Dhaka,2012-12-08,2.0,wickets
3313,India,Pakistan,Pakistan,Chennai,2012-12-30,6.0,wickets
3314,India,Pakistan,Pakistan,Kolkata,2013-01-03,85.0,runs
3315,India,Pakistan,India,Delhi,2013-01-06,10.0,runs
3316,Australia,Sri Lanka,Australia,Melbourne,2013-01-11,107.0,runs
3317,India,England,England,Rajkot,2013-01-11,9.0,runs
3318,Australia,Sri Lanka,Sri Lanka,Adelaide,2013-01-13,8.0,wickets
3319,India,England,India,Kochi,2013-01-15,127.0,runs
3320,Australia,Sri Lanka,Sri Lanka,Brisbane,2013-01-18,4.0,wickets
3321,India,England,India,Ranchi,2013-01-19,7.0,wickets
3322,South Africa,New Zealand,New Zealand,Paarl,2013-01-19,1.0,wicket
3323,Australia,Sri Lanka,no result,Sydney,2013-01-20,14.0,wicket
3324,South Africa,New Zealand,New Zealand,Kimberley,2013-01-22,27.0,runs
3325,Australia,Sri Lanka,Australia,Hobart,2013-01-23,32.0,runs
3326,India,England,India,Mohali,2013-01-23,5.0,wickets
3327,South Africa,New Zealand,South Africa,Potchefstroom,2013-01-25,1.0,wicket
3328,India,England,England,Dharamsala,2013-01-27,7.0,wickets
3329,Australia,West Indies,Australia,Perth,2013-02-01,9.0,wickets
3330,Australia,West Indies,Australia,Perth,2013-02-03,54.0,runs
3331,Australia,West Indies,Australia,Canberra,2013-02-06,39.0,runs
3332,Australia,West Indies,Australia,Sydney,2013-02-08,5.0,wickets
3333,Australia,West Indies,Australia,Melbourne,2013-02-10,17.0,runs
3334,New Zealand,England,New Zealand,Hamilton,2013-02-17,3.0,wickets
3335,New Zealand,England,England,Napier,2013-02-20,8.0,wickets
3336,West Indies,Zimbabwe,West Indies,St George's,2013-02-22,156.0,runs
3337,New Zealand,England,England,Auckland,2013-02-23,5.0,wickets
3338,West Indies,Zimbabwe,West Indies,St George's,2013-02-24,7.0,wickets
3339,West Indies,Zimbabwe,West Indies,St George's,2013-02-26,5.0,wickets
3340,Afghanistan,Scotland,Afghanistan,Sharjah,2013-03-06,7.0,wickets
3341,Afghanistan,Scotland,Afghanistan,Sharjah,2013-03-08,5.0,wickets
3342,South Africa,Pakistan,South Africa,Bloemfontein,2013-03-10,125.0,runs
3343,Canada,Kenya,Kenya,ICCA Dubai,2013-03-11,6.0,wickets
3344,Canada,Kenya,Kenya,ICCA Dubai,2013-03-13,6.0,wickets
3345,South Africa,Pakistan,Pakistan,Centurion,2013-03-15,6.0,wickets
3346,South Africa,Pakistan,South Africa,Johannesburg,2013-03-17,34.0,runs
3347,South Africa,Pakistan,Pakistan,Durban,2013-03-21,3.0,wickets
3348,Sri Lanka,Bangladesh,Sri Lanka,Hambantota,2013-03-23,8.0,wickets
3349,South Africa,Pakistan,South Africa,Benoni,2013-03-24,6.0,wickets
3350,Sri Lanka,Bangladesh,no result,Hambantota,2013-03-25,4.0,wickets
3351,Sri Lanka,Bangladesh,Bangladesh,Pallekele,2013-03-28,3.0,wickets
3352,Zimbabwe,Bangladesh,Bangladesh,Bulawayo,2013-05-03,121.0,runs
3353,Zimbabwe,Bangladesh,Zimbabwe,Bulawayo,2013-05-05,6.0,wickets
3354,Zimbabwe,Bangladesh,Zimbabwe,Bulawayo,2013-05-08,7.0,wickets
3355,Scotland,Pakistan,Pakistan,Edinburgh,2013-05-17,96.0,runs
3356,Ireland,Pakistan,tied,Dublin,2013-05-23,49.0,runs
3357,Ireland,Pakistan,Pakistan,Dublin,2013-05-26,2.0,wickets
3358,Netherlands,South Africa,South Africa,Amstelveen,2013-05-31,83.0,runs
3359,England,New Zealand,New Zealand,Lord's,2013-05-31,5.0,wickets
3360,England,New Zealand,New Zealand,Southampton,2013-06-02,86.0,runs
3361,England,New Zealand,England,Nottingham,2013-06-05,34.0,runs
3362,India,South Africa,India,Cardiff,2013-06-06,26.0,runs
3363,Pakistan,West Indies,West Indies,The Oval,2013-06-07,2.0,wickets
3364,England,Australia,England,Birmingham,2013-06-08,48.0,runs
3365,New Zealand,Sri Lanka,New Zealand,Cardiff,2013-06-09,1.0,wicket
3366,Pakistan,South Africa,South Africa,Birmingham,2013-06-10,67.0,runs
3367,India,West Indies,India,The Oval,2013-06-11,8.0,wickets
3368,Australia,New Zealand,no result,Birmingham,2013-06-12,8.0,wickets
3369,England,Sri Lanka,Sri Lanka,The Oval,2013-06-13,7.0,wickets
3370,South Africa,West Indies,tied,Cardiff,2013-06-14,8.0,wickets
3371,India,Pakistan,India,Birmingham,2013-06-15,8.0,wickets
3372,England,New Zealand,England,Cardiff,2013-06-16,10.0,runs
3373,Australia,Sri Lanka,Sri Lanka,The Oval,2013-06-17,20.0,runs
3374,England,South Africa,England,The Oval,2013-06-19,7.0,wickets
3375,India,Sri Lanka,India,Cardiff,2013-06-20,8.0,wickets
3376,England,India,India,Birmingham,2013-06-23,5.0,runs
3377,West Indies,Sri Lanka,West Indies,Kingston,2013-06-28,6.0,wickets
3378,Scotland,Kenya,Scotland,Aberdeen,2013-06-30,12.0,runs
3379,West Indies,India,West Indies,Kingston,2013-06-30,1.0,wicket
3381,India,Sri Lanka,Sri Lanka,Kingston,2013-07-02,161.0,runs
3382,West Indies,India,India,Port of Spain,2013-07-05,102.0,runs
3383,Netherlands,Ireland,Ireland,Amstelveen,2013-07-07,88.0,runs
3386,India,Sri Lanka,India,Port of Spain,2013-07-09,81.0,runs
3385,Netherlands,Ireland,tied,Amstelveen,2013-07-09,81.0,runs
3387,India,Sri Lanka,India,Port of Spain,2013-07-11,1.0,wicket
3388,West Indies,Pakistan,Pakistan,Providence,2013-07-14,126.0,runs
3389,West Indies,Pakistan,West Indies,Providence,2013-07-16,37.0,runs
3390,West Indies,Pakistan,tied,Gros Islet,2013-07-19,108.0,runs
3391,Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),2013-07-20,180.0,runs
3392,West Indies,Pakistan,Pakistan,Gros Islet,2013-07-21,6.0,wickets
3393,Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),2013-07-23,17.0,runs
3394,Zimbabwe,India,India,Harare,2013-07-24,6.0,wickets
3395,West Indies,Pakistan,Pakistan,Gros Islet,2013-07-24,4.0,wickets
3397,Sri Lanka,South Africa,South Africa,Pallekele,2013-07-26,56.0,runs
3396,Zimbabwe,India,India,Harare,2013-07-26,58.0,runs
3398,Zimbabwe,India,India,Harare,2013-07-28,7.0,wickets
3399,Sri Lanka,South Africa,Sri Lanka,Pallekele,2013-07-28,8.0,wickets
3400,Sri Lanka,South Africa,Sri Lanka,Colombo (RPS),2013-07-31,128.0,runs
3401,Zimbabwe,India,India,Bulawayo,2013-08-01,9.0,wickets
3402,Zimbabwe,India,India,Bulawayo,2013-08-03,7.0,wickets
3403,Zimbabwe,Pakistan,Zimbabwe,Harare,2013-08-27,7.0,wickets
3405,Zimbabwe,Pakistan,Pakistan,Harare,2013-08-29,90.0,runs
3406,Canada,Netherlands,Netherlands,King City (NW),2013-08-29,9.0,wickets
3407,Zimbabwe,Pakistan,Pakistan,Harare,2013-08-31,108.0,runs
3408,Ireland,England,England,Dublin (Malahide),2013-09-03,6.0,wickets
3409,Scotland,Australia,Australia,Edinburgh,2013-09-03,200.0,runs
3410,Ireland,Scotland,Ireland,Belfast,2013-09-06,1.0,wicket
3411,England,Australia,Australia,Manchester,2013-09-08,88.0,runs
3412,Ireland,Scotland,Ireland,Belfast,2013-09-08,7.0,wickets
3413,England,Australia,no result,Birmingham,2013-09-11,5.0,wickets
3414,England,Australia,England,Cardiff,2013-09-14,3.0,wickets
3415,England,Australia,Australia,Southampton,2013-09-16,49.0,runs
3416,Afghanistan,Kenya,Afghanistan,Sharjah,2013-10-02,8.0,wickets
3417,Afghanistan,Kenya,Afghanistan,Sharjah,2013-10-04,7.0,wickets
3418,India,Australia,Australia,Pune,2013-10-13,72.0,runs
3419,India,Australia,India,Jaipur,2013-10-16,9.0,wickets
3420,India,Australia,Australia,Mohali,2013-10-19,4.0,wickets
3421,India,Australia,no result,Ranchi,2013-10-23,24.0,wickets
3422,Bangladesh,New Zealand,Bangladesh,Dhaka,2013-10-29,43.0,runs
3423,India,Australia,India,Nagpur,2013-10-30,6.0,wickets
3424,Pakistan,South Africa,South Africa,Sharjah,2013-10-30,1.0,run
3425,Bangladesh,New Zealand,Bangladesh,Dhaka,2013-10-31,40.0,runs
3426,Pakistan,South Africa,Pakistan,Dubai (DSC),2013-11-01,66.0,runs
3427,India,Australia,India,Bengaluru,2013-11-02,57.0,runs
3428,Bangladesh,New Zealand,Bangladesh,Fatullah,2013-11-03,4.0,wickets
3429,Pakistan,South Africa,South Africa,Abu Dhabi,2013-11-06,68.0,runs
3430,Pakistan,South Africa,South Africa,Abu Dhabi,2013-11-08,28.0,runs
3431,Sri Lanka,New Zealand,no result,Hambantota,2013-11-10,72.0,runs
3432,Pakistan,South Africa,South Africa,Sharjah,2013-11-11,117.0,runs
3433,Sri Lanka,New Zealand,New Zealand,Hambantota,2013-11-12,4.0,wickets
3434,Sri Lanka,New Zealand,Sri Lanka,Dambulla,2013-11-16,36.0,runs
3435,India,West Indies,India,Kochi,2013-11-21,6.0,wickets
3436,India,West Indies,West Indies,Visakhapatnam,2013-11-24,2.0,wickets
3437,South Africa,Pakistan,Pakistan,Cape Town,2013-11-24,23.0,runs
3438,India,West Indies,India,Kanpur,2013-11-27,5.0,wickets
3439,South Africa,Pakistan,Pakistan,Port Elizabeth,2013-11-27,1.0,run
3440,South Africa,Pakistan,South Africa,Centurion,2013-11-30,4.0,wickets
3441,South Africa,India,South Africa,Johannesburg,2013-12-05,141.0,runs
3442,South Africa,India,South Africa,Durban,2013-12-08,134.0,runs
3443,South Africa,India,no result,Centurion,2013-12-11,72.0,runs
3444,Pakistan,Sri Lanka,Pakistan,Sharjah,2013-12-18,11.0,runs
3445,Pakistan,Sri Lanka,Sri Lanka,Dubai (DSC),2013-12-20,2.0,wickets
3446,Pakistan,Sri Lanka,Pakistan,Sharjah,2013-12-22,113.0,runs
3447,Pakistan,Sri Lanka,Pakistan,Abu Dhabi,2013-12-25,8.0,wickets
3448,New Zealand,West Indies,West Indies,Auckland,2013-12-26,2.0,wickets
3449,Pakistan,Sri Lanka,Sri Lanka,Abu Dhabi,2013-12-27,2.0,wickets
3450,New Zealand,West Indies,New Zealand,Queenstown,2014-01-01,159.0,runs
3451,New Zealand,West Indies,New Zealand,Nelson,2014-01-04,58.0,runs
3452,New Zealand,West Indies,West Indies,Hamilton,2014-01-08,203.0,runs
3453,Australia,England,Australia,Melbourne,2014-01-12,6.0,wickets
3454,Australia,England,Australia,Brisbane,2014-01-17,1.0,wicket
3455,New Zealand,India,New Zealand,Napier,2014-01-19,24.0,runs
3456,Australia,England,Australia,Sydney,2014-01-19,7.0,wickets
3457,New Zealand,India,New Zealand,Hamilton,2014-01-22,15.0,runs
3459,Kenya,Netherlands,Kenya,Lincoln,2014-01-23,4.0,wickets
3458,Canada,Scotland,Scotland,Christchurch,2014-01-23,170.0,runs
3460,Australia,England,England,Perth,2014-01-24,57.0,runs
3461,New Zealand,India,tied,Auckland,2014-01-25,31.0,runs
3462,Australia,England,Australia,Adelaide,2014-01-26,5.0,runs
3464,New Zealand,India,New Zealand,Hamilton,2014-01-28,7.0,wickets
3463,Canada,Netherlands,Netherlands,Mount Maunganui,2014-01-28,8.0,wickets
3465,Kenya,Scotland,Scotland,Christchurch,2014-01-30,3.0,wickets
3466,New Zealand,India,New Zealand,Wellington,2014-01-31,87.0,runs
3467,Scotland,U.A.E.,Scotland,Lincoln,2014-02-01,41.0,runs
3468,Bangladesh,Sri Lanka,Sri Lanka,Dhaka,2014-02-17,13.0,runs
3469,Bangladesh,Sri Lanka,Sri Lanka,Dhaka,2014-02-20,61.0,runs
3470,Bangladesh,Sri Lanka,Sri Lanka,Dhaka,2014-02-22,6.0,wickets
3471,West Indies,Ireland,West Indies,Kingston,2014-02-23,4.0,wickets
3472,Pakistan,Sri Lanka,Sri Lanka,Fatullah,2014-02-25,12.0,runs
3473,Bangladesh,India,India,Fatullah,2014-02-26,6.0,wickets
3474,Afghanistan,Pakistan,Pakistan,Fatullah,2014-02-27,72.0,runs
3475,India,Sri Lanka,Sri Lanka,Fatullah,2014-02-28,2.0,wickets
3476,West Indies,England,West Indies,North Sound,2014-02-28,15.0,runs
3477,Bangladesh,Afghanistan,Afghanistan,Fatullah,2014-03-01,32.0,runs
3478,India,Pakistan,Pakistan,Dhaka,2014-03-02,1.0,wicket
3479,West Indies,England,England,North Sound,2014-03-02,3.0,wickets
3480,Afghanistan,Sri Lanka,Sri Lanka,Dhaka,2014-03-03,129.0,runs
3481,Bangladesh,Pakistan,Pakistan,Dhaka,2014-03-04,3.0,wickets
3482,Afghanistan,India,India,Dhaka,2014-03-05,8.0,wickets
3483,West Indies,England,England,North Sound,2014-03-05,25.0,runs
3484,Bangladesh,Sri Lanka,Sri Lanka,Dhaka,2014-03-06,3.0,wickets
3485,Pakistan,Sri Lanka,Sri Lanka,Dhaka,2014-03-08,5.0,wickets
3486,Afghanistan,Hong Kong,Afghanistan,Kuala Lumpur,2014-05-01,6.0,wickets
3487,Afghanistan,U.A.E.,Afghanistan,Kuala Lumpur,2014-05-02,70.0,runs
3488,Hong Kong,U.A.E.,U.A.E.,Kuala Lumpur,2014-05-04,2.0,wickets
3489,Ireland,Sri Lanka,Sri Lanka,Dublin,2014-05-06,79.0,runs
3490,Scotland,England,England,Aberdeen,2014-05-09,39.0,runs
3491,England,Sri Lanka,England,The Oval,2014-05-22,81.0,runs
3492,England,Sri Lanka,Sri Lanka,Chester-le-Street,2014-05-25,157.0,runs
3493,England,Sri Lanka,England,Manchester,2014-05-28,10.0,wickets
3494,England,Sri Lanka,Sri Lanka,Lord's,2014-05-31,7.0,runs
3495,England,Sri Lanka,Sri Lanka,Birmingham,2014-06-03,6.0,wickets
3496,Bangladesh,India,India,Dhaka,2014-06-15,7.0,wickets
3497,Bangladesh,India,India,Dhaka,2014-06-17,47.0,runs
3498,Bangladesh,India,no result,Dhaka,2014-06-19,61.0,runs
3499,Sri Lanka,South Africa,South Africa,Colombo (RPS),2014-07-06,75.0,runs
3500,Sri Lanka,South Africa,Sri Lanka,Pallekele,2014-07-09,87.0,runs
3501,Sri Lanka,South Africa,South Africa,Hambantota,2014-07-12,82.0,runs
3502,Zimbabwe,Afghanistan,Zimbabwe,Bulawayo,2014-07-18,6.0,wickets
3503,Zimbabwe,Afghanistan,Zimbabwe,Bulawayo,2014-07-20,8.0,wickets
3504,Zimbabwe,Afghanistan,Afghanistan,Bulawayo,2014-07-22,2.0,wickets
3505,Zimbabwe,Afghanistan,Afghanistan,Bulawayo,2014-07-24,100.0,runs
3506,Zimbabwe,South Africa,South Africa,Bulawayo,2014-08-17,93.0,runs
3507,Zimbabwe,South Africa,South Africa,Bulawayo,2014-08-19,61.0,runs
3508,West Indies,Bangladesh,West Indies,St George's,2014-08-20,3.0,wickets
3509,Zimbabwe,South Africa,South Africa,Bulawayo,2014-08-21,7.0,wickets
3510,West Indies,Bangladesh,West Indies,St George's,2014-08-22,177.0,runs
3511,Sri Lanka,Pakistan,Pakistan,Hambantota,2014-08-23,4.0,wickets
3512,Zimbabwe,Australia,Australia,Harare,2014-08-25,198.0,runs
3513,West Indies,Bangladesh,West Indies,Basseterre,2014-08-25,91.0,runs
3514,Sri Lanka,Pakistan,Sri Lanka,Hambantota,2014-08-26,77.0,runs
3515,Australia,South Africa,South Africa,Harare,2014-08-27,7.0,wickets
3516,England,India,India,Cardiff,2014-08-27,133.0,runs
3517,Zimbabwe,South Africa,South Africa,Harare,2014-08-29,61.0,runs
3518,Sri Lanka,Pakistan,Sri Lanka,Dambulla,2014-08-30,7.0,wickets
3519,England,India,India,Nottingham,2014-08-30,6.0,wickets
3520,Zimbabwe,Australia,Zimbabwe,Harare,2014-08-31,3.0,wickets
3521,Australia,South Africa,Australia,Harare,2014-09-02,62.0,runs
3522,England,India,India,Birmingham,2014-09-02,9.0,wickets
3523,Zimbabwe,South Africa,South Africa,Harare,2014-09-04,63.0,runs
3524,England,India,England,Leeds,2014-09-05,41.0,runs
3525,Australia,South Africa,South Africa,Harare,2014-09-06,6.0,wickets
3526,Ireland,Scotland,Ireland,Dublin (Malahide),2014-09-08,7.0,wickets
3527,Ireland,Scotland,Ireland,Dublin (Malahide),2014-09-10,3.0,wickets
3528,Ireland,Scotland,Scotland,Dublin (Malahide),2014-09-12,8.0,wickets
3529,Australia,Pakistan,Australia,Sharjah,2014-10-07,93.0,runs
3530,India,West Indies,West Indies,Kochi,2014-10-08,124.0,runs
3531,Australia,Pakistan,Australia,Dubai (DSC),2014-10-10,5.0,wickets
3532,India,West Indies,India,Delhi,2014-10-11,48.0,runs
3533,Australia,Pakistan,Australia,Abu Dhabi,2014-10-12,1.0,run
3534,India,West Indies,India,Dharamsala,2014-10-17,59.0,runs
3535,New Zealand,South Africa,South Africa,Mount Maunganui,2014-10-21,6.0,wickets
3536,New Zealand,South Africa,South Africa,Mount Maunganui,2014-10-24,72.0,runs
3537,New Zealand,South Africa,no result,Hamilton,2014-10-27,120.0,runs
3538,India,Sri Lanka,India,Cuttack,2014-11-02,169.0,runs
3539,India,Sri Lanka,India,Ahmedabad,2014-11-06,6.0,wickets
3540,Hong Kong,P.N.G.,P.N.G.,Townsville,2014-11-08,4.0,wickets
3542,India,Sri Lanka,India,Hyderabad (Deccan),2014-11-09,6.0,wickets
3541,Hong Kong,P.N.G.,P.N.G.,Townsville,2014-11-09,3.0,wickets
3543,India,Sri Lanka,India,Kolkata,2014-11-13,153.0,runs
3544,Australia,South Africa,Australia,Perth,2014-11-14,32.0,runs
3545,Australia,South Africa,South Africa,Perth,2014-11-16,3.0,wickets
3546,India,Sri Lanka,India,Ranchi,2014-11-16,3.0,wickets
3547,Australia,South Africa,Australia,Canberra,2014-11-19,73.0,runs
3548,Australia,South Africa,Australia,Melbourne,2014-11-21,3.0,wickets
3549,Bangladesh,Zimbabwe,Bangladesh,Chittagong,2014-11-21,87.0,runs
3551,Bangladesh,Zimbabwe,Bangladesh,Chittagong,2014-11-23,68.0,runs
3550,Australia,South Africa,Australia,Sydney,2014-11-23,2.0,wickets
3552,Bangladesh,Zimbabwe,Bangladesh,Dhaka,2014-11-26,124.0,runs
3553,Sri Lanka,England,Sri Lanka,Colombo (RPS),2014-11-26,25.0,runs
3554,Bangladesh,Zimbabwe,Bangladesh,Dhaka,2014-11-28,21.0,runs
3555,U.A.E.,Afghanistan,U.A.E.,ICCA Dubai,2014-11-28,5.0,wickets
3556,Sri Lanka,England,Sri Lanka,Colombo (RPS),2014-11-29,8.0,wickets
3557,U.A.E.,Afghanistan,U.A.E.,ICCA Dubai,2014-11-30,6.0,wickets
3558,Bangladesh,Zimbabwe,Bangladesh,Dhaka,2014-12-01,5.0,wickets
3559,U.A.E.,Afghanistan,Afghanistan,ICCA Dubai,2014-12-02,2.0,wickets
3560,Sri Lanka,England,England,Hambantota,2014-12-03,5.0,wickets
3561,U.A.E.,Afghanistan,U.A.E.,ICCA Dubai,2014-12-04,30.0,runs
3562,Sri Lanka,England,Sri Lanka,Colombo (RPS),2014-12-07,6.0,wickets
3563,New Zealand,Pakistan,Pakistan,Dubai (DSC),2014-12-08,3.0,wickets
3565,New Zealand,Pakistan,New Zealand,Sharjah,2014-12-12,4.0,wickets
3566,Sri Lanka,England,Sri Lanka,Pallekele,2014-12-13,90.0,runs
3567,New Zealand,Pakistan,Pakistan,Sharjah,2014-12-14,147.0,runs
3568,Sri Lanka,England,Sri Lanka,Colombo (RPS),2014-12-16,87.0,runs
3569,New Zealand,Pakistan,New Zealand,Abu Dhabi,2014-12-17,7.0,runs
3570,New Zealand,Pakistan,New Zealand,Abu Dhabi,2014-12-19,68.0,runs
3571,Afghanistan,Scotland,Afghanistan,ICCA Dubai,2015-01-08,8.0,wickets
3572,Afghanistan,Ireland,Ireland,Dubai (DSC),2015-01-10,3.0,wickets
3573,New Zealand,Sri Lanka,New Zealand,Christchurch,2015-01-11,3.0,wickets
3574,Ireland,Scotland,Ireland,Dubai (DSC),2015-01-12,3.0,wickets
3575,Afghanistan,Scotland,Scotland,Abu Dhabi,2015-01-14,150.0,runs
3576,New Zealand,Sri Lanka,Sri Lanka,Hamilton,2015-01-15,6.0,wickets
3577,Australia,England,Australia,Sydney,2015-01-16,3.0,wickets
3578,South Africa,West Indies,South Africa,Durban,2015-01-16,61.0,runs
3579,New Zealand,Sri Lanka,no result,Auckland,2015-01-17,71.0,runs
3580,Afghanistan,Ireland,Afghanistan,Dubai (DSC),2015-01-17,71.0,runs
3582,South Africa,West Indies,South Africa,Johannesburg,2015-01-18,148.0,runs
3581,Australia,India,Australia,Melbourne,2015-01-18,4.0,wickets
3583,Ireland,Scotland,no result,ICCA Dubai,2015-01-19,4.0,wickets
3584,New Zealand,Sri Lanka,New Zealand,Nelson,2015-01-20,4.0,wickets
3585,England,India,England,Brisbane,2015-01-20,9.0,wickets
3586,South Africa,West Indies,South Africa,East London,2015-01-21,9.0,wickets
3588,Australia,England,Australia,Hobart,2015-01-23,3.0,wickets
3587,New Zealand,Sri Lanka,New Zealand,Dunedin,2015-01-23,108.0,runs
3589,New Zealand,Sri Lanka,New Zealand,Dunedin,2015-01-25,120.0,runs
3590,South Africa,West Indies,West Indies,Port Elizabeth,2015-01-25,1.0,wicket
3591,Australia,India,no result,Sydney,2015-01-26,66.0,wicket
